URL
https://github.com/818000/bus
https://github.com/fengjiachun/Jupiter
https://github.com/sitewhere/sitewhere
https://github.com/AxonFramework/AxonFramework
https://github.com/apache/servicecomb-java-chassis
https://github.com/gravitee-io/gravitee-api-management
https://github.com/alibaba/Sentinel
https://github.com/apolloconfig/apollo
